"ngay_mo_phong","sku","ten_san_pham","nhan_hang","nhom_hang","quy_cach","don_vi","gia_vnd","vi_tri_ke","vi_tri_kho","bao_quan","ma_lo","ngay_san_xuat","ngay_nhap","han_su_dung","kho_du_tru","ke_ban","cho_len_ke","dang_tren_xe","cach_ly_hong","cach_ly_het_han"
"2026-09-14","SKU-0187","Nước ép lựu 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0187-L02","2026-06-21","2026-09-11","2026-12-18","7","4","0","0","0","0"
"2026-09-14","SKU-0187","Nước ép lựu 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0187-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-0188","Nước ép đào 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0188-L01","2026-05-11","2026-09-13","2026-11-07","3","8","0","0","0","0"
"2026-09-14","SKU-0188","Nước ép đào 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0188-L02","2026-06-21","2026-09-11","2026-12-18","7","4","0","0","0","0"
"2026-09-14","SKU-0188","Nước ép đào 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0188-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-0189","Nước ép cà rốt 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","22500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0189-L01","2026-05-11","2026-09-13","2026-11-07","3","8","0","0","0","0"
"2026-09-14","SKU-0189","Nước ép cà rốt 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","22500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0189-L02","2026-06-21","2026-09-11","2026-12-18","8","5","0","0","0","0"
"2026-09-14","SKU-0189","Nước ép cà rốt 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","22500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0189-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-0190","Nước dừa 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","18000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0190-L01","2026-05-11","2026-09-13","2026-11-07","3","9","0","0","0","0"
"2026-09-14","SKU-0190","Nước dừa 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","18000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0190-L02","2026-06-21","2026-09-11","2026-12-18","8","5","0","0","0","0"
"2026-09-14","SKU-0190","Nước dừa 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","18000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0190-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-0191","Nước yến 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","18500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0191-L01","2026-03-20","2026-09-13","2026-09-16","5","11","0","0","0","0"
"2026-09-14","SKU-0191","Nước yến 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","18500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0191-L02","2026-06-21","2026-09-11","2026-12-18","14","6","0","0","0","0"
"2026-09-14","SKU-0191","Nước yến 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","18500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0191-L03","2026-08-02","2026-09-09","2027-01-29","10","0","0","0","0","0"
"2026-09-14","SKU-0192","Nước trái cây hỗn hợp 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","19500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0192-L01","2026-05-11","2026-09-13","2026-11-07","3","10","0","0","0","0"
"2026-09-14","SKU-0192","Nước trái cây hỗn hợp 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","19500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0192-L02","2026-06-21","2026-09-11","2026-12-18","9","6","0","0","0","0"
"2026-09-14","SKU-0192","Nước trái cây hỗn hợp 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","19500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0192-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-0193","Sữa bắp 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","20000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0193-L01","2026-05-11","2026-09-13","2026-11-07","4","3","0","0","0","0"
"2026-09-14","SKU-0193","Sữa bắp 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","20000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0193-L02","2026-06-21","2026-09-11","2026-12-18","10","2","0","0","0","0"
"2026-09-14","SKU-0193","Sữa bắp 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","20000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0193-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-0194","Sữa đậu nành 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0194-L01","2026-05-11","2026-09-13","2026-11-07","4","4","0","0","0","0"
"2026-09-14","SKU-0194","Sữa đậu nành 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0194-L02","2026-06-21","2026-09-11","2026-12-18","10","2","0","0","0","0"
"2026-09-14","SKU-0194","Sữa đậu nành 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0194-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-0195","Sữa hạt óc chó 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0195-L01","2026-05-11","2026-09-13","2026-11-07","4","5","0","0","0","0"
"2026-09-14","SKU-0195","Sữa hạt óc chó 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0195-L02","2026-06-21","2026-09-11","2026-12-18","11","2","0","0","0","0"
"2026-09-14","SKU-0195","Sữa hạt óc chó 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","21500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0195-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-0196","Sữa hạnh nhân 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","22500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0196-L01","2026-05-11","2026-09-13","2026-11-07","6","14","0","0","0","0"
"2026-09-14","SKU-0196","Sữa hạnh nhân 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","22500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0196-L02","2026-06-21","2026-09-11","2026-12-18","17","8","0","0","0","0"
"2026-09-14","SKU-0196","Sữa hạnh nhân 180 ml","An Gia","Nước ép & đồ uống dinh dưỡng","180 ml","hộp","22500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0196-L03","2026-08-02","2026-09-09","2027-01-29","11","0","0","0","0","0"
"2026-09-14","SKU-0197","Nước ép cam 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0197-L01","2026-05-11","2026-09-13","2026-11-07","4","6","0","0","0","0"
"2026-09-14","SKU-0197","Nước ép cam 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0197-L02","2026-06-21","2026-09-11","2026-12-18","12","3","0","0","0","0"
"2026-09-14","SKU-0197","Nước ép cam 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0197-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-0198","Nước ép táo 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0198-L01","2026-05-11","2026-09-13","2026-11-07","5","6","0","0","0","0"
"2026-09-14","SKU-0198","Nước ép táo 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0198-L02","2026-06-21","2026-09-11","2026-12-18","12","4","0","0","0","0"
"2026-09-14","SKU-0198","Nước ép táo 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0198-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-0199","Nước ép ổi 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","29500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0199-L01","2026-05-11","2026-09-13","2026-11-07","5","7","0","0","0","0"
"2026-09-14","SKU-0199","Nước ép ổi 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","29500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0199-L02","2026-06-21","2026-09-11","2026-12-18","13","4","0","0","0","0"
"2026-09-14","SKU-0199","Nước ép ổi 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","29500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0199-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-0200","Nước ép dứa 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","30000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0200-L01","2026-05-11","2026-09-13","2026-11-07","5","8","0","0","0","0"
"2026-09-14","SKU-0200","Nước ép dứa 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","30000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0200-L02","2026-06-21","2026-09-11","2026-12-18","13","4","0","0","0","0"
"2026-09-14","SKU-0200","Nước ép dứa 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","30000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0200-L03","2026-08-02","2026-09-09","2027-01-29","9","0","0","0","0","0"
"2026-09-14","SKU-0201","Nước ép xoài 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0201-L01","2026-05-11","2026-09-13","2026-11-07","7","11","0","0","0","0"
"2026-09-14","SKU-0201","Nước ép xoài 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0201-L02","2026-06-21","2026-09-11","2026-12-18","19","7","0","0","0","0"
"2026-09-14","SKU-0201","Nước ép xoài 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0201-L03","2026-08-02","2026-09-09","2027-01-29","13","0","0","0","0","0"
"2026-09-14","SKU-0202","Nước ép nho 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0202-L01","2026-05-11","2026-09-13","2026-11-07","1","9","0","0","0","0"
"2026-09-14","SKU-0202","Nước ép nho 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0202-L02","2026-06-21","2026-09-11","2026-12-18","4","5","0","0","0","0"
"2026-09-14","SKU-0202","Nước ép nho 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0202-L03","2026-08-02","2026-09-09","2027-01-29","4","0","0","0","0","0"
"2026-09-14","SKU-0203","Nước ép lựu 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","32000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0203-L01","2026-05-11","2026-09-13","2026-11-07","2","9","0","0","0","0"
"2026-09-14","SKU-0203","Nước ép lựu 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","32000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0203-L02","2026-06-21","2026-09-11","2026-12-18","5","6","0","0","0","0"
"2026-09-14","SKU-0203","Nước ép lựu 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","32000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0203-L03","2026-08-02","2026-09-09","2027-01-29","3","0","0","0","0","0"
"2026-09-14","SKU-0204","Nước ép đào 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0204-L01","2026-05-11","2026-09-13","2026-11-07","2","10","0","0","0","0"
"2026-09-14","SKU-0204","Nước ép đào 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0204-L02","2026-06-21","2026-09-11","2026-12-18","5","6","0","0","0","0"
"2026-09-14","SKU-0204","Nước ép đào 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0204-L03","2026-08-02","2026-09-09","2027-01-29","4","0","0","0","0","0"
"2026-09-14","SKU-0205","Nước ép cà rốt 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0205-L01","2026-05-11","2026-09-13","2026-11-07","2","3","0","0","0","0"
"2026-09-14","SKU-0205","Nước ép cà rốt 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0205-L02","2026-06-21","2026-09-11","2026-12-18","6","2","0","0","0","0"
"2026-09-14","SKU-0205","Nước ép cà rốt 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0205-L03","2026-08-02","2026-09-09","2027-01-29","4","0","0","0","0","0"
"2026-09-14","SKU-0206","Nước dừa 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","29500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0206-L01","2026-05-11","2026-09-13","2026-11-07","8","14","0","0","0","0"
"2026-09-14","SKU-0206","Nước dừa 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","29500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0206-L02","2026-06-21","2026-09-11","2026-12-18","22","9","0","0","0","0"
"2026-09-14","SKU-0206","Nước dừa 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","29500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0206-L03","2026-08-02","2026-09-09","2027-01-29","14","0","0","0","0","0"
"2026-09-14","SKU-0207","Nước yến 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","30000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0207-L01","2026-05-11","2026-09-13","2026-11-07","2","5","0","0","0","0"
"2026-09-14","SKU-0207","Nước yến 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","30000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0207-L02","2026-06-21","2026-09-11","2026-12-18","7","2","0","0","0","0"
"2026-09-14","SKU-0207","Nước yến 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","30000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0207-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-0208","Nước trái cây hỗn hợp 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0208-L01","2026-05-11","2026-09-13","2026-11-07","3","5","0","0","0","0"
"2026-09-14","SKU-0208","Nước trái cây hỗn hợp 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0208-L02","2026-06-21","2026-09-11","2026-12-18","7","3","0","0","0","0"
"2026-09-14","SKU-0208","Nước trái cây hỗn hợp 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0208-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-0209","Sữa bắp 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0209-L01","2026-05-11","2026-09-13","2026-11-07","3","6","0","0","0","0"
"2026-09-14","SKU-0209","Sữa bắp 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0209-L02","2026-06-21","2026-09-11","2026-12-18","8","3","0","0","0","0"
"2026-09-14","SKU-0209","Sữa bắp 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","31500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0209-L03","2026-08-02","2026-09-09","2027-01-29","5","0","0","0","0","0"
"2026-09-14","SKU-0210","Sữa đậu nành 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","32000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0210-L01","2026-03-20","2026-09-13","2026-09-16","3","6","0","0","0","0"
"2026-09-14","SKU-0210","Sữa đậu nành 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","32000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0210-L02","2026-06-21","2026-09-11","2026-12-18","8","4","0","0","0","0"
"2026-09-14","SKU-0210","Sữa đậu nành 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","32000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0210-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-0211","Sữa hạt óc chó 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0211-L01","2026-05-11","2026-09-13","2026-11-07","5","12","0","0","0","0"
"2026-09-14","SKU-0211","Sữa hạt óc chó 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0211-L02","2026-06-21","2026-09-11","2026-12-18","14","7","0","0","0","0"
"2026-09-14","SKU-0211","Sữa hạt óc chó 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0211-L03","2026-08-02","2026-09-09","2027-01-29","9","0","0","0","0","0"
"2026-09-14","SKU-0212","Sữa hạnh nhân 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0212-L01","2026-05-11","2026-09-13","2026-11-07","3","8","0","0","0","0"
"2026-09-14","SKU-0212","Sữa hạnh nhân 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0212-L02","2026-06-21","2026-09-11","2026-12-18","9","4","0","0","0","0"
"2026-09-14","SKU-0212","Sữa hạnh nhân 250 ml","An Gia","Nước ép & đồ uống dinh dưỡng","250 ml","hộp","28500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0212-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-0213","Nước ép cam 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","39000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0213-L01","2026-05-11","2026-09-13","2026-11-07","4","8","0","0","0","0"
"2026-09-14","SKU-0213","Nước ép cam 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","39000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0213-L02","2026-06-21","2026-09-11","2026-12-18","10","5","0","0","0","0"
"2026-09-14","SKU-0213","Nước ép cam 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","39000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0213-L03","2026-08-02","2026-09-09","2027-01-29","6","0","0","0","0","0"
"2026-09-14","SKU-0214","Nước ép táo 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0214-L01","2026-05-11","2026-09-13","2026-11-07","4","9","0","0","0","0"
"2026-09-14","SKU-0214","Nước ép táo 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0214-L02","2026-06-21","2026-09-11","2026-12-18","10","5","0","0","0","0"
"2026-09-14","SKU-0214","Nước ép táo 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0214-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-0215","Nước ép ổi 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0215-L01","2026-05-11","2026-09-13","2026-11-07","4","9","0","0","0","0"
"2026-09-14","SKU-0215","Nước ép ổi 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0215-L02","2026-06-21","2026-09-11","2026-12-18","11","6","0","0","0","0"
"2026-09-14","SKU-0215","Nước ép ổi 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0215-L03","2026-08-02","2026-09-09","2027-01-29","7","0","0","0","0","0"
"2026-09-14","SKU-0216","Nước ép dứa 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","41500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0216-L01","2026-05-11","2026-09-13","2026-11-07","6","15","0","0","0","0"
"2026-09-14","SKU-0216","Nước ép dứa 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","41500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0216-L02","2026-06-21","2026-09-11","2026-12-18","16","9","0","0","0","0"
"2026-09-14","SKU-0216","Nước ép dứa 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","41500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0216-L03","2026-08-02","2026-09-09","2027-01-29","11","0","0","0","0","0"
"2026-09-14","SKU-0217","Nước ép xoài 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","42000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0217-L01","2026-05-11","2026-09-13","2026-11-07","4","3","0","0","0","0"
"2026-09-14","SKU-0217","Nước ép xoài 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","42000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0217-L02","2026-06-21","2026-09-11","2026-12-18","12","2","0","0","0","0"
"2026-09-14","SKU-0217","Nước ép xoài 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","42000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0217-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-0218","Nước ép nho 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","38000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0218-L01","2026-05-11","2026-09-13","2026-11-07","5","4","0","0","0","0"
"2026-09-14","SKU-0218","Nước ép nho 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","38000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0218-L02","2026-06-21","2026-09-11","2026-12-18","12","2","0","0","0","0"
"2026-09-14","SKU-0218","Nước ép nho 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","38000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0218-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-0219","Nước ép lựu 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","38500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0219-L01","2026-05-11","2026-09-13","2026-11-07","5","5","0","0","0","0"
"2026-09-14","SKU-0219","Nước ép lựu 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","38500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0219-L02","2026-06-21","2026-09-11","2026-12-18","13","2","0","0","0","0"
"2026-09-14","SKU-0219","Nước ép lựu 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","38500","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0219-L03","2026-08-02","2026-09-09","2027-01-29","8","0","0","0","0","0"
"2026-09-14","SKU-0220","Nước ép đào 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","39000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0220-L01","2026-05-11","2026-09-13","2026-11-07","5","5","0","0","0","0"
"2026-09-14","SKU-0220","Nước ép đào 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","39000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0220-L02","2026-06-21","2026-09-11","2026-12-18","13","3","0","0","0","0"
"2026-09-14","SKU-0220","Nước ép đào 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","39000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0220-L03","2026-08-02","2026-09-09","2027-01-29","9","0","0","0","0","0"
"2026-09-14","SKU-0221","Nước ép cà rốt 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0221-L01","2026-05-11","2026-09-13","2026-11-07","7","12","0","0","0","0"
"2026-09-14","SKU-0221","Nước ép cà rốt 330 ml","An Gia","Nước ép & đồ uống dinh dưỡng","330 ml","hộp","40000","A2","KHÔ-02","Kho khô · 15–30°C","SKU-0221-L02","2026-06-21","2026-09-11","2026-12-18","19","8","0","0","0","0"
